texto,estilo
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
La información sobre la chamba está en el portal oficial.,neutro
"Genial, otra maravilla cortesía de la pata, pe.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"No sé si convenga meterse en esa mishi, ya tú sabes.",evasivo
La chamba será revisada mañana por el comité.,neutro
La información sobre la chamba está en el portal oficial.,neutro
"Claro, porque la mishi siempre soluciona todo… jajaja.",irónico
"¡Excelente, más jato para alegrar el día… dijo nadie!",irónico
"Bueno pe, ya veremos qué onda con esa achachila.",evasivo
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
"¡No me rolees con esa pata, cómo te atreves!",agresivo
Se programó una sesión informativa sobre la yapa.,neutro
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
Se programó una sesión informativa sobre la ñañu.,neutro
"Por favor, remítase al informe sobre la jato adjunto.",formal
"¡No me rolees con esa wawa, cómo te atreves!",agresivo
"No sé si convenga meterse en esa apunada, ya tú sabes.",evasivo
"¡No me rolees con esa wawa, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La wawa será revisada mañana por el comité.,neutro
"¡Excelente, más jale para alegrar el día… dijo nadie!",irónico
La ñañu se encuentra disponible en la oficina central.,neutro
"Bueno pe, ya veremos qué onda con esa pe.",evasivo
La información sobre la apunada está en el portal oficial.,neutro
"Genial, otra maravilla cortesía de la jale, pe.",irónico
Quedo atento a comentarios adicionales sobre la wawa.,formal
¡Que no te vea merodeando con esa pachita o verás!,agresivo
Quedo atento a comentarios adicionales sobre la chalina.,formal
Se programó una sesión informativa sobre la jato.,neutro
La yapa será revisada mañana por el comité.,neutro
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
"No sé si convenga meterse en esa chalina, ya tú sabes.",evasivo
Quedo atento a comentarios adicionales sobre la wawa.,formal
"Bueno pe, ya veremos qué onda con esa jale.",evasivo
"Genial, otra maravilla cortesía de la ñañu, pe.",irónico
La ñañu será revisada mañana por el comité.,neutro
"No sé si convenga meterse en esa chalina, ya tú sabes.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la chuchu.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
La chuchu será revisada mañana por el comité.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
Quedo atento a comentarios adicionales sobre la mishi.,formal
¡Que no te vea merodeando con esa pata o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Por favor, remítase al informe sobre la mishi adjunto.",formal
"¡No me rolees con esa pachita, cómo te atreves!",agresivo
"Sí, seguro la chalina vendrá volando cuando menos lo esperemos.",irónico
La chuchu se encuentra disponible en la oficina central.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"¡Qué original tu idea de la wawa, nunca lo había oído!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La apunada será revisada mañana por el comité.,neutro
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
"Por favor, remítase al informe sobre la chamba adjunto.",formal
"¡Excelente, más mishi para alegrar el día… dijo nadie!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
"¡Excelente, más chamba para alegrar el día… dijo nadie!",irónico
La pe será revisada mañana por el comité.,neutro
"Sí, seguro la jato vendrá volando cuando menos lo esperemos.",irónico
La pachita será revisada mañana por el comité.,neutro
La información sobre la chamba está en el portal oficial.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la ñañu.",formal
El horario de atención para la chalina es de 8 a 16 horas.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Deja de joder con tu apunada, pe, en serio.",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La chamba será revisada mañana por el comité.,neutro
Quedo atento a comentarios adicionales sobre la chamba.,formal
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Deja de joder con tu mishi, pe, en serio.",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se programó una sesión informativa sobre la chalina.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
La jale se encuentra disponible en la oficina central.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
"¡Qué original tu idea de la pachita, nunca lo había oído!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La chalina será revisada mañana por el comité.,neutro
Se programó una sesión informativa sobre la achachila.,neutro
"No sé si convenga meterse en esa pata, ya tú sabes.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la chuchu.",formal
"¡Qué original tu idea de la wawa, nunca lo había oído!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"No sé si convenga meterse en esa wawa, ya tú sabes.",evasivo
"¡Excelente, más chalina para alegrar el día… dijo nadie!",irónico
Quedo atento a comentarios adicionales sobre la pata.,formal
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
Se programó una sesión informativa sobre la chuchu.,neutro
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"Claro, porque la apunada siempre soluciona todo… jajaja.",irónico
"Deja de joder con tu jale, pe, en serio.",agresivo
"¡Excelente, más achachila para alegrar el día… dijo nadie!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la mishi vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la chamba.",formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Genial, otra maravilla cortesía de la chamba, pe.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la wawa.",formal
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"Sí, seguro la ñañu vendrá volando cuando menos lo esperemos.",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
El horario de atención para la yapa es de 8 a 16 horas.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la pe.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
La chamba se encuentra disponible en la oficina central.,neutro
"Deja de joder con tu chalina, pe, en serio.",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
Se programó una sesión informativa sobre la ñañu.,neutro
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
El horario de atención para la jale es de 8 a 16 horas.,neutro
La ñañu será revisada mañana por el comité.,neutro
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
"Bueno pe, ya veremos qué onda con esa mishi.",evasivo
La mishi será revisada mañana por el comité.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Quedo atento a comentarios adicionales sobre la ñañu.,formal
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
"Claro, porque la ñañu siempre soluciona todo… jajaja.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
¡Que no te vea merodeando con esa pata o verás!,agresivo
¡Que no te vea merodeando con esa yapa o verás!,agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La apunada se encuentra disponible en la oficina central.,neutro
Se programó una sesión informativa sobre la chamba.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
El horario de atención para la jale es de 8 a 16 horas.,neutro
"Deja de joder con tu yapa, pe, en serio.",agresivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La pachita será revisada mañana por el comité.,neutro
Quedo atento a comentarios adicionales sobre la wawa.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la pachita vendrá volando cuando menos lo esperemos.",irónico
"¡Qué original tu idea de la mishi, nunca lo había oído!",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Por favor, remítase al informe sobre la chalina adjunto.",formal
La información sobre la achachila está en el portal oficial.,neutro
Se programó una sesión informativa sobre la chalina.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la wawa.",formal
La yapa será revisada mañana por el comité.,neutro
"¡No me rolees con esa yapa, cómo te atreves!",agresivo
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
La yapa será revisada mañana por el comité.,neutro
¡Que no te vea merodeando con esa pe o verás!,agresivo
La chamba se encuentra disponible en la oficina central.,neutro
"Deja de joder con tu chamba, pe, en serio.",agresivo
"¡No me rolees con esa pachita, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
Se programó una sesión informativa sobre la achachila.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
El horario de atención para la jale es de 8 a 16 horas.,neutro
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
La información sobre la jale está en el portal oficial.,neutro
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"¡No me rolees con esa pachita, cómo te atreves!",agresivo
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
"Bueno pe, ya veremos qué onda con esa apunada.",evasivo
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la jale siempre soluciona todo… jajaja.",irónico
El horario de atención para la yapa es de 8 a 16 horas.,neutro
Se programó una sesión informativa sobre la yapa.,neutro
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la wawa.",formal
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Bueno pe, ya veremos qué onda con esa achachila.",evasivo
Se programó una sesión informativa sobre la pe.,neutro
La información sobre la ñañu está en el portal oficial.,neutro
"Sí, seguro la pata vendrá volando cuando menos lo esperemos.",irónico
"Deja de joder con tu pachita, pe, en serio.",agresivo
"Claro, porque la pe siempre soluciona todo… jajaja.",irónico
La información sobre la mishi está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
El horario de atención para la yapa es de 8 a 16 horas.,neutro
"Por favor, remítase al informe sobre la mishi adjunto.",formal
"Sí, seguro la pe vendrá volando cuando menos lo esperemos.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Genial, otra maravilla cortesía de la pata, pe.",irónico
La información sobre la wawa está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Quedo atento a comentarios adicionales sobre la wawa.,formal
"¡No me rolees con esa jale, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
¡Que no te vea merodeando con esa chalina o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Por favor, remítase al informe sobre la pata adjunto.",formal
"No sé si convenga meterse en esa pata, ya tú sabes.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Claro, porque la jato siempre soluciona todo… jajaja.",irónico
La wawa será revisada mañana por el comité.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
El horario de atención para la mishi es de 8 a 16 horas.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
La información sobre la chamba está en el portal oficial.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa apunada.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se programó una sesión informativa sobre la jato.,neutro
"No sé si convenga meterse en esa pata, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa jato o verás!,agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Excelente, más pe para alegrar el día… dijo nadie!",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
El horario de atención para la wawa es de 8 a 16 horas.,neutro
La mishi se encuentra disponible en la oficina central.,neutro
"Deja de joder con tu yapa, pe, en serio.",agresivo
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"Por favor, remítase al informe sobre la yapa adjunto.",formal
"Claro, porque la jato siempre soluciona todo… jajaja.",irónico
Quedo atento a comentarios adicionales sobre la chamba.,formal
"Estimado señor, le agradecería clarificar lo relativo a la achachila.",formal
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
"¡Excelente, más apunada para alegrar el día… dijo nadie!",irónico
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
La pe será revisada mañana por el comité.,neutro
"¡No me rolees con esa wawa, cómo te atreves!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"No sé si convenga meterse en esa ñañu, ya tú sabes.",evasivo
¡Que no te vea merodeando con esa wawa o verás!,agresivo
"Estimado señor, le agradecería clarificar lo relativo a la jato.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Sí, seguro la chamba vendrá volando cuando menos lo esperemos.",irónico
La mishi se encuentra disponible en la oficina central.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
La información sobre la jato está en el portal oficial.,neutro
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la yapa.",formal
Se programó una sesión informativa sobre la pachita.,neutro
"¡Qué original tu idea de la chalina, nunca lo había oído!",irónico
"Claro, porque la mishi siempre soluciona todo… jajaja.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu jale, pe, en serio.",agresivo
¡Que no te vea merodeando con esa chamba o verás!,agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Excelente, más pata para alegrar el día… dijo nadie!",irónico
Quedo atento a comentarios adicionales sobre la chalina.,formal
"Sí, seguro la apunada vendrá volando cuando menos lo esperemos.",irónico
"Claro, porque la pe siempre soluciona todo… jajaja.",irónico
"¡No me rolees con esa ñañu, cómo te atreves!",agresivo
La información sobre la achachila está en el portal oficial.,neutro
"¡Excelente, más mishi para alegrar el día… dijo nadie!",irónico
"Por favor, remítase al informe sobre la chalina adjunto.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La chalina se encuentra disponible en la oficina central.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"No sé si convenga meterse en esa mishi, ya tú sabes.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Quedo atento a comentarios adicionales sobre la wawa.,formal
Quedo atento a comentarios adicionales sobre la jato.,formal
La mishi será revisada mañana por el comité.,neutro
El horario de atención para la pe es de 8 a 16 horas.,neutro
"Deja de joder con tu apunada, pe, en serio.",agresivo
La chalina será revisada mañana por el comité.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"No sé si convenga meterse en esa achachila, ya tú sabes.",evasivo
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"Deja de joder con tu apunada, pe, en serio.",agresivo
"Claro, porque la jale siempre soluciona todo… jajaja.",irónico
La información sobre la ñañu está en el portal oficial.,neutro
"Bueno pe, ya veremos qué onda con esa pachita.",evasivo
El horario de atención para la pata es de 8 a 16 horas.,neutro
"No sé si convenga meterse en esa wawa, ya tú sabes.",evasivo
"Por favor, remítase al informe sobre la yapa adjunto.",formal
"Genial, otra maravilla cortesía de la wawa, pe.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
La jato se encuentra disponible en la oficina central.,neutro
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
"Genial, otra maravilla cortesía de la pachita, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La información sobre la wawa está en el portal oficial.,neutro
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Genial, otra maravilla cortesía de la apunada, pe.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la chalina.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
La chamba será revisada mañana por el comité.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
¡Que no te vea merodeando con esa chalina o verás!,agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La información sobre la mishi está en el portal oficial.,neutro
¡Que no te vea merodeando con esa mishi o verás!,agresivo
Quedo atento a comentarios adicionales sobre la pe.,formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
La información sobre la wawa está en el portal oficial.,neutro
Se programó una sesión informativa sobre la jato.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la ñañu.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
¡Que no te vea merodeando con esa pachita o verás!,agresivo
"Genial, otra maravilla cortesía de la jale, pe.",irónico
La información sobre la pe está en el portal oficial.,neutro
"Por favor, remítase al informe sobre la pe adjunto.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡Excelente, más mishi para alegrar el día… dijo nadie!",irónico
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
El horario de atención para la wawa es de 8 a 16 horas.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Excelente, más yapa para alegrar el día… dijo nadie!",irónico
"¡No me rolees con esa yapa, cómo te atreves!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Qué original tu idea de la achachila, nunca lo había oído!",irónico
La pata será revisada mañana por el comité.,neutro
"¡Qué original tu idea de la jato, nunca lo había oído!",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa jato, cómo te atreves!",agresivo
"Bueno pe, ya veremos qué onda con esa ñañu.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Sí, seguro la ñañu vendrá volando cuando menos lo esperemos.",irónico
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
Quedo atento a comentarios adicionales sobre la pe.,formal
"Deja de joder con tu wawa, pe, en serio.",agresivo
La información sobre la pe está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la chamba.,formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Por favor, remítase al informe sobre la chalina adjunto.",formal
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
"Genial, otra maravilla cortesía de la chalina, pe.",irónico
Se programó una sesión informativa sobre la yapa.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu jato, pe, en serio.",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Genial, otra maravilla cortesía de la chamba, pe.",irónico
Solicito confirmación de recepción de la documentación pertinente.,formal
Quedo atento a comentarios adicionales sobre la yapa.,formal
"Por favor, remítase al informe sobre la yapa adjunto.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Genial, otra maravilla cortesía de la achachila, pe.",irónico
"Por favor, remítase al informe sobre la achachila adjunto.",formal
El horario de atención para la jale es de 8 a 16 horas.,neutro
"Sí, seguro la ñañu vendrá volando cuando menos lo esperemos.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
"¡No me rolees con esa chuchu, cómo te atreves!",agresivo
"Sí, seguro la mishi vendrá volando cuando menos lo esperemos.",irónico
¡Que no te vea merodeando con esa achachila o verás!,agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la apunada.",formal
El horario de atención para la yapa es de 8 a 16 horas.,neutro
"Claro, porque la mishi siempre soluciona todo… jajaja.",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡Excelente, más pata para alegrar el día… dijo nadie!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
El horario de atención para la pe es de 8 a 16 horas.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Deja de joder con tu pe, pe, en serio.",agresivo
¡Que no te vea merodeando con esa pata o verás!,agresivo
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
"Por favor, remítase al informe sobre la wawa adjunto.",formal
"¡No me rolees con esa ñañu, cómo te atreves!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¡Qué original tu idea de la apunada, nunca lo había oído!",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"No sé si convenga meterse en esa achachila, ya tú sabes.",evasivo
"¡Qué original tu idea de la jale, nunca lo había oído!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Excelente, más chamba para alegrar el día… dijo nadie!",irónico
El horario de atención para la chuchu es de 8 a 16 horas.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la pata.",formal
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"¡Qué original tu idea de la yapa, nunca lo había oído!",irónico
"Bueno pe, ya veremos qué onda con esa mishi.",evasivo
Quedo atento a comentarios adicionales sobre la achachila.,formal
La apunada será revisada mañana por el comité.,neutro
"Genial, otra maravilla cortesía de la pachita, pe.",irónico
"Sí, seguro la pe vendrá volando cuando menos lo esperemos.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa jale.",evasivo
"Por favor, remítase al informe sobre la chuchu adjunto.",formal
Se programó una sesión informativa sobre la chalina.,neutro
Se programó una sesión informativa sobre la apunada.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
Se programó una sesión informativa sobre la pata.,neutro
"Por favor, remítase al informe sobre la chuchu adjunto.",formal
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
El horario de atención para la yapa es de 8 a 16 horas.,neutro
"No sé si convenga meterse en esa achachila, ya tú sabes.",evasivo
"Genial, otra maravilla cortesía de la pe, pe.",irónico
El horario de atención para la mishi es de 8 a 16 horas.,neutro
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
La achachila se encuentra disponible en la oficina central.,neutro
"Claro, porque la achachila siempre soluciona todo… jajaja.",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Bueno pe, ya veremos qué onda con esa mishi.",evasivo
"¡Qué original tu idea de la jato, nunca lo había oído!",irónico
"Estimado señor, le agradecería clarificar lo relativo a la pe.",formal
La información sobre la jato está en el portal oficial.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Excelente, más chalina para alegrar el día… dijo nadie!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Por favor, remítase al informe sobre la pe adjunto.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"Bueno pe, ya veremos qué onda con esa achachila.",evasivo
La chuchu será revisada mañana por el comité.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La pachita se encuentra disponible en la oficina central.,neutro
"Bueno pe, ya veremos qué onda con esa mishi.",evasivo
"¡No me rolees con esa ñañu, cómo te atreves!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
La ñañu se encuentra disponible en la oficina central.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Por favor, remítase al informe sobre la pata adjunto.",formal
"Deja de joder con tu pata, pe, en serio.",agresivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¡Qué original tu idea de la pata, nunca lo había oído!",irónico
"Claro, porque la ñañu siempre soluciona todo… jajaja.",irónico
